Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Date,YearMonth
1,3,2021,28,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",29,38,50,87,1102,1189,2021-03-01,2021-03
1,3,2023,28,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",30,38,50,90,1140,1230,2023-03-01,2023-03
29,8,2020,52,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2,38,50,6,76,82,2020-08-29,2020-08
29,8,2022,52,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,50,3,38,41,2022-08-29,2022-08
22,6,2021,43,Adults (35-64),F,France,Moselle,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,88,672,760,2021-06-22,2021-06
22,6,2023,43,Adults (35-64),F,France,Moselle,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",18,42,54,99,756,855,2023-06-22,2023-06
20,8,2020,24,Youth (<25),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",20,38,50,200,760,960,2020-08-20,2020-08
20,8,2022,24,Youth (<25),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",20,38,50,200,760,960,2022-08-20,2022-08
4,4,2021,24,Youth (<25),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",16,38,50,160,608,768,2021-04-04,2021-04
4,4,2023,24,Youth (<25),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",15,38,50,150,570,720,2023-04-04,2023-04
30,4,2021,44,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2,42,54,5,84,89,2021-04-30,2021-04
30,4,2023,44,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",2,42,54,5,84,89,2023-04-30,2023-04
11,12,2020,44,Adults (35-64),F,France,Seine et Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",21,42,54,48,882,930,2020-12-11,2020-12
11,12,2022,44,Adults (35-64),F,France,Seine et Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",20,42,54,46,840,886,2022-12-11,2022-12
7,1,2021,27,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,23,420,443,2021-01-07,2021-01
7,1,2023,27,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",9,42,54,21,378,399,2023-01-07,2023-01
21,12,2020,21,Youth (<25),F,France,Somme,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",26,42,54,59,1092,1151,2020-12-21,2020-12
21,12,2022,21,Youth (<25),F,France,Somme,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",26,42,54,59,1092,1151,2022-12-21,2022-12
14,11,2020,35,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,80,672,752,2020-11-14,2020-11
14,11,2022,35,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,70,588,658,2022-11-14,2022-11
26,1,2021,35,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",17,42,54,85,714,799,2021-01-26,2021-01
26,1,2023,35,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",16,42,54,80,672,752,2023-01-26,2023-01
11,12,2020,54,Adults (35-64),M,France,Essonne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",28,42,54,276,1176,1452,2020-12-11,2020-12
11,12,2022,54,Adults (35-64),M,France,Essonne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,246,1050,1296,2022-12-11,2022-12
28,12,2020,36,Adults (35-64),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",23,38,50,69,874,943,2020-12-28,2020-12
28,12,2022,36,Adults (35-64),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",24,38,50,72,912,984,2022-12-28,2022-12
7,12,2020,28,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",20,42,54,164,840,1004,2020-12-07,2020-12
7,12,2022,28,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",19,42,54,156,798,954,2022-12-07,2022-12
20,1,2021,28,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",30,42,54,247,1260,1507,2021-01-20,2021-01
20,1,2023,28,Young Adults (25-34),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",27,42,54,222,1134,1356,2023-01-20,2023-01
1,4,2021,31,Young Adults (25-34),F,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",17,38,50,0,646,646,2021-04-01,2021-04
1,4,2023,31,Young Adults (25-34),F,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,0,570,570,2023-04-01,2023-04
29,5,2021,34,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",13,42,54,65,546,611,2021-05-29,2021-05
29,5,2023,34,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,50,420,470,2023-05-29,2023-05
4,6,2021,34,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,70,588,658,2021-06-04,2021-06
4,6,2023,34,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,60,504,564,2023-06-04,2023-06
16,6,2021,34,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",13,42,54,65,546,611,2021-06-16,2021-06
16,6,2023,34,Young Adults (25-34),F,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",14,42,54,70,588,658,2023-06-16,2023-06
1,2,2021,38,Adults (35-64),F,France,Somme,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",27,38,50,81,1026,1107,2021-02-01,2021-02
1,2,2023,38,Adults (35-64),F,France,Somme,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",24,38,50,72,912,984,2023-02-01,2023-02
17,12,2020,27,Young Adults (25-34),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",30,42,54,-29,1260,1231,2020-12-17,2020-12
17,12,2022,27,Young Adults (25-34),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",31,42,54,-30,1302,1272,2022-12-17,2022-12
6,6,2021,27,Young Adults (25-34),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",3,42,54,-3,126,123,2021-06-06,2021-06
6,6,2023,27,Young Adults (25-34),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",1,42,54,-1,42,41,2023-06-06,2023-06
16,5,2021,19,Youth (<25),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",12,42,54,99,504,603,2021-05-16,2021-05
16,5,2023,19,Youth (<25),M,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",13,42,54,107,546,653,2023-05-16,2023-05
6,6,2021,72,Seniors (64+),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",25,38,50,250,950,1200,2021-06-06,2021-06
6,6,2023,72,Seniors (64+),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",23,38,50,230,874,1104,2023-06-06,2023-06
1,9,2020,31,Young Adults (25-34),M,France,Loiret,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50,72,418,490,2020-09-01,2020-09
1,9,2022,31,Young Adults (25-34),M,France,Loiret,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",10,38,50,65,380,445,2022-09-01,2022-09
21,12,2020,31,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",29,42,54,66,1218,1284,2020-12-21,2020-12
21,12,2022,31,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,59,1092,1151,2022-12-21,2022-12
25,12,2020,31,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",18,42,54,41,756,797,2020-12-25,2020-12
25,12,2022,31,Young Adults (25-34),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",19,42,54,43,798,841,2022-12-25,2022-12
11,4,2021,32,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",11,42,54,25,462,487,2021-04-11,2021-04
11,4,2023,32,Young Adults (25-34),M,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,27,504,531,2023-04-11,2023-04
29,7,2021,32,Young Adults (25-34),F,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,123,630,753,2021-07-29,2021-07
29,7,2023,32,Young Adults (25-34),F,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",15,42,54,123,630,753,2023-07-29,2023-07
15,11,2020,32,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",26,42,54,59,1092,1151,2020-11-15,2020-11
15,11,2022,32,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",24,42,54,55,1008,1063,2022-11-15,2022-11
8,4,2021,32,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",10,42,54,23,420,443,2021-04-08,2021-04
8,4,2023,32,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",8,42,54,18,336,354,2023-04-08,2023-04
7,6,2021,32,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",9,42,54,21,378,399,2021-06-07,2021-06
7,6,2023,32,Young Adults (25-34),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",8,42,54,18,336,354,2023-06-07,2023-06
4,9,2020,36,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50,61,418,479,2020-09-04,2020-09
4,9,2022,36,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",11,38,50,61,418,479,2022-09-04,2022-09
26,5,2021,41,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",28,38,50,84,1064,1148,2021-05-26,2021-05
26,5,2023,41,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,78,988,1066,2023-05-26,2023-05
19,4,2021,24,Youth (<25),F,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,164,840,1004,2021-04-19,2021-04
19,4,2023,24,Youth (<25),F,France,Hauts de Seine,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",20,42,54,164,840,1004,2023-04-19,2023-04
14,11,2020,24,Youth (<25),F,France,Somme,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",2,38,50,6,76,82,2020-11-14,2020-11
14,11,2022,24,Youth (<25),F,France,Somme,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",1,38,50,3,38,41,2022-11-14,2022-11
7,8,2020,45,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",23,38,50,127,874,1001,2020-08-07,2020-08
7,8,2022,45,Adults (35-64),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",22,38,50,121,836,957,2022-08-07,2022-08
18,1,2021,46,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",28,38,50,84,1064,1148,2021-01-18,2021-01
18,1,2023,46,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,78,988,1066,2023-01-18,2023-01
8,7,2021,64,Adults (35-64),M,France,Hauts de Seine,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",25,38,50,213,950,1163,2021-07-08,2021-07
8,7,2023,64,Adults (35-64),M,France,Hauts de Seine,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",27,38,50,230,1026,1256,2023-07-08,2023-07
20,12,2020,61,Adults (35-64),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",10,42,54,23,420,443,2020-12-20,2020-12
20,12,2022,61,Adults (35-64),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",12,42,54,27,504,531,2022-12-20,2022-12
28,9,2020,42,Adults (35-64),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",17,38,50,51,646,697,2020-09-28,2020-09
28,9,2022,42,Adults (35-64),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",19,38,50,57,722,779,2022-09-28,2022-09
24,4,2021,42,Adults (35-64),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",30,38,50,90,1140,1230,2021-04-24,2021-04
24,4,2023,42,Adults (35-64),M,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",28,38,50,84,1064,1148,2023-04-24,2023-04
27,2,2021,52,Adults (35-64),M,France,Garonne (Haute),Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",19,38,50,171,722,893,2021-02-27,2021-02
27,2,2023,52,Adults (35-64),M,France,Garonne (Haute),Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",21,38,50,189,798,987,2023-02-27,2023-02
18,9,2020,34,Young Adults (25-34),M,France,Moselle,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",27,38,50,162,1026,1188,2020-09-18,2020-09
18,9,2022,34,Young Adults (25-34),M,France,Moselle,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",29,38,50,174,1102,1276,2022-09-18,2022-09
13,3,2021,31,Young Adults (25-34),M,France,Val de Marne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",10,38,50,15,380,395,2021-03-13,2021-03
13,3,2023,31,Young Adults (25-34),M,France,Val de Marne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",11,38,50,17,418,435,2023-03-13,2023-03
21,9,2020,22,Youth (<25),M,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",4,38,50,0,152,152,2020-09-21,2020-09
21,9,2022,22,Youth (<25),M,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",2,38,50,0,76,76,2022-09-21,2022-09
16,9,2020,39,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",12,42,54,60,504,564,2020-09-16,2020-09
16,9,2022,39,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",11,42,54,55,462,517,2022-09-16,2022-09
11,7,2021,41,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",17,38,50,94,646,740,2021-07-11,2021-07
11,7,2023,41,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, XL",16,38,50,88,608,696,2023-07-11,2023-07
26,9,2020,56,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",8,38,50,44,304,348,2020-09-26,2020-09
26,9,2022,56,Adults (35-64),M,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",9,38,50,50,342,392,2022-09-26,2022-09
7,5,2021,56,Adults (35-64),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",25,42,54,57,1050,1107,2021-05-07,2021-05
7,5,2023,56,Adults (35-64),M,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, M",26,42,54,59,1092,1151,2023-05-07,2023-05
8,11,2020,37,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",16,42,54,36,672,708,2020-11-08,2020-11
8,11,2022,37,Adults (35-64),F,France,Seine Saint Denis,Clothing,Jerseys,"Short-Sleeve Classic Jersey, XL",18,42,54,41,756,797,2022-11-08,2022-11
14,10,2020,24,Youth (<25),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",30,38,50,165,1140,1305,2020-10-14,2020-10
14,10,2022,24,Youth (<25),F,France,Nord,Clothing,Jerseys,"Long-Sleeve Logo Jersey, M",31,38,50,171,1178,1349,2022-10-14,2022-10
25,12,2020,17,Youth (<25),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",12,38,50,120,456,576,2020-12-25,2020-12
25,12,2022,17,Youth (<25),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",14,38,50,140,532,672,2022-12-25,2022-12
14,5,2021,25,Young Adults (25-34),M,France,Garonne (Haute),Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",28,38,50,252,1064,1316,2021-05-14,2021-05
14,5,2023,25,Young Adults (25-34),M,France,Garonne (Haute),Clothing,Jerseys,"Long-Sleeve Logo Jersey, S",28,38,50,252,1064,1316,2023-05-14,2023-05
25,1,2021,24,Youth (<25),F,France,Moselle,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",23,42,54,127,966,1093,2021-01-25,2021-01
25,1,2023,24,Youth (<25),F,France,Moselle,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",25,42,54,138,1050,1188,2023-01-25,2023-01
4,4,2021,47,Adults (35-64),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",14,38,50,140,532,672,2021-04-04,2021-04
4,4,2023,47,Adults (35-64),M,France,Essonne,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",15,38,50,150,570,720,2023-04-04,2023-04
3,4,2021,33,Young Adults (25-34),M,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",24,38,50,0,912,912,2021-04-03,2021-04
3,4,2023,33,Young Adults (25-34),M,France,Yveline,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",23,38,50,0,874,874,2023-04-03,2023-04
14,2,2021,20,Youth (<25),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,-12,546,534,2021-02-14,2021-02
14,2,2023,20,Youth (<25),F,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",13,42,54,-12,546,534,2023-02-14,2023-02
1,2,2021,18,Youth (<25),F,France,Essonne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",22,42,54,216,924,1140,2021-02-01,2021-02
1,2,2023,18,Youth (<25),F,France,Essonne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",24,42,54,236,1008,1244,2023-02-01,2023-02
16,6,2021,19,Youth (<25),M,France,Seine et Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,2,42,44,2021-06-16,2021-06
16,6,2023,19,Youth (<25),M,France,Seine et Marne,Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",1,42,54,2,42,44,2023-06-16,2023-06
9,4,2021,21,Youth (<25),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",26,38,50,78,988,1066,2021-04-09,2021-04
9,4,2023,21,Youth (<25),F,France,Seine Saint Denis,Clothing,Jerseys,"Long-Sleeve Logo Jersey, L",25,38,50,75,950,1025,2023-04-09,2023-04
6,11,2020,21,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",22,42,54,50,924,974,2020-11-06,2020-11
6,11,2022,21,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",21,42,54,48,882,930,2022-11-06,2022-11
19,3,2021,21,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",5,42,54,11,210,221,2021-03-19,2021-03
19,3,2023,21,Youth (<25),F,France,Seine (Paris),Clothing,Jerseys,"Short-Sleeve Classic Jersey, L",3,42,54,7,126,133,2023-03-19,2023-03
16,4,2021,21,Youth (<25),M,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",17,42,54,-16,714,698,2021-04-16,2021-04
16,4,2023,21,Youth (<25),M,France,Yveline,Clothing,Jerseys,"Short-Sleeve Classic Jersey, S",14,42,54,-13,588,575,2023-04-16,2023-04
23,3,2020,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2020-03-23,2020-03
23,3,2022,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",3,308,565,364,924,1288,2022-03-23,2022-03
9,7,2020,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2020-07-09,2020-07
9,7,2022,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",2,308,565,243,616,859,2022-07-09,2022-07
27,11,2020,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2020-11-27,2020-11
27,11,2022,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2022-11-27,2022-11
18,1,2021,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2021-01-18,2021-01
18,1,2023,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2023-01-18,2023-01
21,1,2021,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2021-01-21,2021-01
21,1,2023,40,Adults (35-64),M,France,Yveline,Bikes,Mountain Bikes,"Mountain-500 Silver, 40",1,308,565,121,308,429,2023-01-21,2023-01
31,3,2020,35,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,2020-03-31,2020-03
31,3,2022,35,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",2,1266,2320,1273,2532,3805,2022-03-31,2022-03
9,7,2020,35,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,2020-07-09,2020-07
9,7,2022,35,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,2022-07-09,2022-07
10,4,2020,36,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,2020-04-10,2020-04
10,4,2022,36,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,2022-04-10,2022-04
29,7,2020,36,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,2020-07-29,2020-07
29,7,2022,36,Adults (35-64),M,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Silver, 46",1,1266,2320,636,1266,1902,2022-07-29,2022-07
30,4,2020,61,Adults (35-64),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882,2020-04-30,2020-04
30,4,2022,61,Adults (35-64),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882,2022-04-30,2022-04
6,7,2020,61,Adults (35-64),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",1,1252,2295,630,1252,1882,2020-07-06,2020-07
6,7,2022,61,Adults (35-64),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 38",3,1252,2295,1890,3756,5646,2022-07-06,2022-07
25,4,2020,40,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2020-04-25,2020-04
25,4,2022,40,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2022-04-25,2022-04
4,7,2020,40,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2020-07-04,2020-07
4,7,2022,40,Adults (35-64),F,France,Seine Saint Denis,Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2022-07-04,2022-07
20,4,2020,37,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,257,420,677,2020-04-20,2020-04
20,4,2022,37,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,257,420,677,2022-04-20,2022-04
18,8,2020,37,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",1,420,769,257,420,677,2020-08-18,2020-08
18,8,2022,37,Adults (35-64),F,France,Moselle,Bikes,Mountain Bikes,"Mountain-400-W Silver, 46",2,420,769,513,840,1353,2022-08-18,2022-08
7,5,2020,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,2020-05-07,2020-05
7,5,2022,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,2022-05-07,2022-05
20,8,2020,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,2020-08-20,2020-08
20,8,2022,39,Adults (35-64),M,France,Nord,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,752,1266,2018,2022-08-20,2022-08
1,5,2020,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2020-05-01,2020-05
1,5,2022,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2022-05-01,2022-05
26,7,2020,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2020-07-26,2020-07
26,7,2022,28,Young Adults (25-34),F,France,Seine (Paris),Bikes,Mountain Bikes,"Mountain-200 Black, 42",1,1252,2295,630,1252,1882,2022-07-26,2022-07
1,5,2020,28,Young Adults (25-34),F,France,Charente-Maritime,Bikes,Mountain Bikes,"Mountain-200 Silver, 42",1,1266,2320,1008,1266,2274,2020-05-01,2020-05
